text,sentiment,sentiment_source,target_brand,source,text_length,word_count,tweet_id,date
... Interesting if in fact it takes into consideration the preso by Paul Adams! RT @mention Google Circles will be ______    #sxsw,Neutral,Brand-Specific,Unknown,Provided,130,22,3068,
Brutal question served up to Marissa Mayer about JC Penney mapping getting rerouted to Macy's?  Uncomfortable for @mention #SXSW,Neutral,Brand-Specific,Unknown,Provided,128,19,3069,
There's yet *another line* at the Austin Apple store for IPad 2! Going well around the block! #SXSW,Neutral,Brand-Specific,Unknown,Provided,99,18,3070,
First tweet from a plane: Feedback for #Gogo. No registration via FB Connect or Twitter? No PayPal or Google integration to pay you? #SXSW,Neutral,Brand-Specific,Unknown,Provided,138,24,3071,
Fun to meet the @mention folks at #SXSW #couch #couchfan ... This app made the iPad #lovesit  {link},Positive,Brand-Specific,iPad or iPhone App,Provided,100,18,3072,
I don't get the obsession with chasing open bars. Everyone here can afford a drink; and If you can't go pawn your iPad. #sxsw,Neutral,Brand-Specific,Unknown,Provided,125,24,3073,
Anybody get their iPad 2 from the downtown Apple pop-up store yet? Any tramplings? #letushopenot #SXSW #popPOP,Positive,Brand-Specific,iPad,Provided,110,17,3074,
Can I tweet this if I only use APPLE :) RT @mention Microsoft's DPE will b SXSWi &amp; Tweeting @mention #microsoft &amp; #sxsw,Neutral,Brand-Specific,Unknown,Provided,127,23,3075,
Killer meet ups with new and old friends today from Apple and Microsoft to solo killers and many in between #letschangetheworld #sxsw,Positive,Brand-Specific,Apple,Provided,133,22,3076,
Say ÛÏForget YouÛ 2 ur red bar! 1st 5 to meet us in front of Hall 3 in 4 minutes win a dual compatible juice pack air for iphone 4 #SXSW,Neutral,Brand-Specific,Unknown,Provided,139,31,3077,
"For any retailers headed to SXSW this month, check out @mention - Google's SXSW Twitter presence. #sxsw",Neutral,Brand-Specific,Unknown,Provided,103,17,3078,
Google Sketch Up artists live at Google Blogger party at Six Lounge. thought they were live blogging at first. #sxsw  {link},Neutral,Brand-Specific,Unknown,Provided,124,21,3079,
The complete iOS dominance at #SXSW compels Apple to open a frickin' temporary Apple Store in downtown Austin this week.,Positive,Brand-Specific,Apple,Provided,120,20,3080,
"Hmmm, something seems amiss at the #apple store #gsdm #SXSW #welivehere  @mention Apple Store, SXSW {link}",Neutral,Brand-Specific,Unknown,Provided,106,16,3081,
"&quot;Something Ventured&quot; is great. It has some great stories in it including Genentech, Apple, and Cisco. #sxsw",Neutral,Brand-Specific,Unknown,Provided,117,17,3082,
WOW! *Something Ventured* was a kick ass film... Google or blekko it for details. Good choice @mention #sxsw #startups #VC #movie #awesome,Neutral,Brand-Specific,Unknown,Provided,138,22,3083,
"YouTube gets 2B views/day, 10% are mobile. 35 hours of video uploaded every minute. @mention Google League of Extraordinary Hackers #sxsw",Neutral,Brand-Specific,Unknown,Provided,137,21,3084,
"#SXSW tweets, who is

 Android user and attendong SXSW? please report scenes with Bannka app. {link}",Neutral,Brand-Specific,Unknown,Provided,100,16,3085,
Is SXSW getting its own Apple store? - SXSW Baby! {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,62,12,3086,
"Are you getting one? RT @mention Line for the iPad 2, at the Apple Store. No demo units until 5pm. #sxsw #fb {link}",Neutral,Brand-Specific,Unknown,Provided,115,23,3087,
Fast Society Is Ready To Party At SXSW (Exclusive Demo Video) {link} #FastSociety #iPhone #SMS #SXSW,Neutral,Brand-Specific,Unknown,Provided,100,16,3088,
Forget queue for the Mashable and Google parties - the best option at 11pm is definitely the RedLaser party with Chromeo! #sxsw,Neutral,Brand-Specific,Unknown,Provided,127,22,3089,
iPad 2 queue is epic. #sxsw {link},Positive,Brand-Specific,iPad,Provided,34,7,3090,
Quoi de neuf sur #Blogger ? | WhatÛªs new with Blogger | Official #Google Blog {link} #SXSW,Neutral,Brand-Specific,Unknown,Provided,92,17,3091,
Android developers and friends: let's hang out 12:30p Saturday at #sxsw: {link} RT for your fellow Andro-nerds.,Neutral,Brand-Specific,Unknown,Provided,111,17,3092,
Android Developers Meetup #SXSW @mention The Hilton {link},Neutral,Brand-Specific,Unknown,Provided,58,8,3093,
Should I even bother buying a month's worth of 3G for my iPad for my #sxsw trip?  Everywhere I'll be will probably have free WiFi.,Neutral,Brand-Specific,Unknown,Provided,130,25,3094,
At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link},Positive,Brand-Specific,iPhone,Provided,95,15,3095,
"Have you ever seen someone pay to have a guy wait in line for them for an Apple device? Yeah, I just did that. #Lame #sxsw",Neutral,Brand-Specific,Unknown,Provided,122,26,3096,
@mention Everybody r #sxsw! Grounlink  2. Dwnld #GroundLink app &amp; ride in limo for $10 in Austin {link} see us booth 437,Neutral,Brand-Specific,Unknown,Provided,124,22,3097,
Freaking everyone has an ipad or iPhone 4 or Mac here. Wow. #sxsw,Positive,Brand-Specific,iPhone,Provided,65,13,3098,
They are EVERYWHERE: Apple Opening Pop-Up Store in Austin for #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,74,12,3099,
"If 2.68 devices is not enough for you, go to Apple pop-up store at #sxsw for a new iPad2. {link}",Neutral,Brand-Specific,Unknown,Provided,96,20,3100,
#iPad 2 reviews from #SXSW seem to range from 'wait until 2012/3/4/5/' and 'I-just-shat-my-fan-boy-knickers'.,Positive,Brand-Specific,iPad,Provided,109,14,3101,
Google previews updated Blogger interface at #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,57,8,3102,
Amazing new app for mobil workers! {link} @mention #iphone #app #telework #SxSW,Positive,Brand-Specific,iPad or iPhone App,Provided,79,12,3103,
Z28: Curfew be Damned  {link} [codes valid: 8:00-11:59:59p 03/13/11] #infektd #sxsw #zlf,Neutral,Brand-Specific,Unknown,Provided,88,12,3104,
There's new competition {link} @mention Q2 - Google check in offers? at #sxsw #smccolumbus,Neutral,Brand-Specific,Unknown,Provided,90,14,3105,
Tyson's new game for the iphone. (This one can't be as good as the original Mike Tyson's Punchout).  {link} #sxsw,Neutral,Brand-Specific,iPad or iPhone App,Provided,113,20,3106,
Love my new iPad 2-Seems much faster and more fluid then original and it's seems more natural to hold. Excited to use during #sxsw this week,Positive,Brand-Specific,iPad,Provided,140,26,3107,
"LOVE my new iPhone case, featuring @mention RT @mention - @mention So glad you got case! #zazzlesxsw #SXSW {link}",Positive,Brand-Specific,Other Apple product or service,Provided,113,19,3108,
"See the new Texas Observer iPad app at #SXSWI 3:30, Sheraton #SXSW",Neutral,Brand-Specific,Unknown,Provided,66,12,3109,
Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw. Pls RT,Positive,Brand-Specific,iPad or iPhone App,Provided,128,24,3110,
(FRESH BREW) Google Circles Not Launched at #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,56,9,3111,
"Easy Reviews for your Small Business. Drive Google Places, #SEO  {link}   #sxsw #smm",Neutral,Brand-Specific,Unknown,Provided,84,13,3112,
I32: No News is Good News {link} [codes valid: 12:00-3:59:59p 03/14/11] #infektd #sxsw #zomb,Neutral,Brand-Specific,Unknown,Provided,92,14,3113,
"Hey user experience people at #SXSW, @mention manager of UX for ads at @mention is at the AT&amp;T booth in front of Ballroom D until 1:15 #jobs",Neutral,Brand-Specific,Unknown,Provided,144,27,3114,
@mention explaining using ChartBeat _and_ Google Analytics #sxsw #mitharvard,Neutral,Brand-Specific,Unknown,Provided,76,9,3115,
Festival Explorer Austin Edition helps keep track of SXSW bands you want to see &amp; makes recommendations too: {link} #fb #sxsw,Neutral,Brand-Specific,Unknown,Provided,129,21,3116,
#sxsw is exposing my iphone's horrendous battery life.,Negative,Brand-Specific,iPhone,Provided,54,8,3117,
"Session next - Designing iPad Interfaces - New Navigation Schemas
 #SXSW #UXDes",Neutral,Brand-Specific,Unknown,Provided,79,12,3118,
"#marissameyer #google going to be able to get content back out,  not sure if I heard that right? #sxsw",Neutral,Brand-Specific,Unknown,Provided,102,19,3119,
Marissa Meyer about Google New concept &quot;The Power of Here&quot; {link} #SXSW #Google,Neutral,Brand-Specific,Unknown,Provided,89,13,3120,
Marissa Meyer demoing Google augmented reality at #SXSW  {link},Neutral,Brand-Specific,Unknown,Provided,63,9,3121,
Marissa Meyer showing hot location visuals at ski slopes and art galleries powered by Google. #SXSW,Neutral,Brand-Specific,Unknown,Provided,99,16,3122,
Aaron P of @mention apps don't feel like the web. So much you can do in the browser. IPad is neither the web nor print. #newsapps #sxsw,Neutral,Brand-Specific,iPad,Provided,135,27,3123,
"Reports of @mention introducing a new social media platform at #SXSW were premature, but hopefully not overly optimistic {link}",Uncertain,Brand-Specific,Unknown,Provided,127,19,3124,
Novelty of #iPad news #apps fades fast among digital delegates - Aron Pilhofer of the NYT &amp; Khoi Vinh {link}  #media #SXSW,Negative,Brand-Specific,iPad or iPhone App,Provided,126,22,3125,
My kind of #sxsw - iPhone plugged into a tree.  @mention The Salt Lick {link},Neutral,Brand-Specific,Unknown,Provided,77,15,3126,
Day one of #sxsw coming to a close. Lots of good stuff. Looking fwd to tomorrow. Coolest so far? Google location/map plans and features.,Positive,Brand-Specific,Other Google product or service,Provided,136,24,3127,
Outside of 9:30 panels which 75% of people skip I can barely get anything to work on my iPhone. #sxsw needs to shrink by 10k people.,Negative,Brand-Specific,iPhone,Provided,132,26,3128,
Free stuff alert! Download @mention new #Austin guide for free this week: {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,86,14,3129,
Imagine if every company had the 20% concept like Google. #bavcID #SXSW,Positive,Brand-Specific,Unknown,Provided,71,12,3130,
In need of ipad charger! Any suggestions/kind offers from peeps at #sxsw ?,Neutral,Brand-Specific,Unknown,Provided,74,13,3131,
Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},Negative,Brand-Specific,iPad,Provided,79,14,3132,
This stuff is great. Love seeing how these guys think outside the box with Google Doodles. #googledoodle #sxsw,Positive,Brand-Specific,Other Google product or service,Provided,110,18,3133,
Example of microformat is the recipe finder in google some weeks ago. Google adapting microformats. #sxsw #microformats,Neutral,Brand-Specific,Unknown,Provided,119,17,3134,
Picture of my team's #lego robot created at the #google hackerspace party at #sxsw {link} #startupbus #cle,Neutral,Brand-Specific,Unknown,Provided,106,17,3135,
Summary of my Twitter stream right now: Japan OMG! / #Android / #SXSW / Engadget :-( / effing Republicans! / iPad2 / alcohol,Neutral,Brand-Specific,Unknown,Provided,124,23,3136,
The end of the line is one block away from the Apple pop up #sxsw,Neutral,Brand-Specific,Unknown,Provided,65,15,3137,
For all of those at SXSW RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,Neutral,Brand-Specific,Unknown,Provided,108,22,3138,
2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,Positive,Brand-Specific,Other Google product or service,Provided,100,17,3139,
"Pollak, if you're having so much trouble the don't sell through apple...duh #sxswbigbrands #sxsw",Negative,Brand-Specific,Apple,Provided,96,14,3140,
Google's Facebook-killer &quot;Circles&quot; to be unveiled today at #SXSW? {link},Uncertain,Brand-Specific,Unknown,Provided,82,10,3141,
@mention Feature @mention for the iPhone. We will be all over #SXSW this week!,Positive,Brand-Specific,iPhone,Provided,78,14,3142,
"Google offering rewards and titles for check-ins, starting at #SXSW.  #Foursquare's response is....?  via @mention #lbs",Neutral,Brand-Specific,Unknown,Provided,119,16,3143,
Google offering rewards for #SXSW check-ins {link},Neutral,Brand-Specific,Unknown,Provided,50,7,3144,
Google offers being tested in latitude? M Mayer says just a test at #SXSW,Neutral,Brand-Specific,Unknown,Provided,73,14,3145,
iTunes offers up a free SXSW sampler featuring a selection of 22 of this year's performers - {link} #iTunes #SXSW,Neutral,Brand-Specific,Unknown,Provided,113,20,3146,
To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,Positive,Brand-Specific,iPad,Provided,101,20,3147,
"showing off an iPad 2 at #sxsw is pretty much like showing off a puppy anywhere else. gets the same fawning attention. and no, i dont ha ...",Positive,Brand-Specific,iPad,Provided,140,28,3148,
Kicking off iPad design headaches with Josh Clark (@mention Very crowded room for first session - standing room only #sxsw,Neutral,Brand-Specific,Unknown,Provided,122,20,3149,
Kicking off Mingly #SXSW Apple TV a Day Giveaway! Register to win {link} #Winning,Neutral,Brand-Specific,Unknown,Provided,81,14,3150,
Kicking off the day by checking out the Apple pop up store. #sxsw,Neutral,Brand-Specific,Unknown,Provided,65,13,3151,
Turning off Twitter until #sxsw is over and #ipad is forgotten.,Negative,Brand-Specific,iPad,Provided,63,11,3152,
Showing off Uzu iPad app. #tapworthy #sxsw,Positive,Brand-Specific,iPad or iPhone App,Provided,42,7,3153,
kicking off w/ @mention talking iPad design headaches #sxsw,Negative,Brand-Specific,iPad,Provided,59,9,3154,
Why is wifi working on my laptop but neither that nor 3g on my iphone? grrr. #sxsw,Negative,Brand-Specific,iPhone,Provided,82,17,3155,
Z20: Verification {link} [codes valid: 8:00-11:59:59a 03/13/11] #infektd #sxsw #zlf,Neutral,Brand-Specific,Unknown,Provided,83,10,3156,
Hope its filtering will be intuitive (via @mention Google to Launch Major New Social Network Called Circles... {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,123,19,3157,
"The next fin serv battle is vs Apple, GOOG, Mobile operators. They have consumer loyalty and tons of cash (vs. Banks) #bankinnovate #SXSW",Neutral,Brand-Specific,Unknown,Provided,137,23,3158,
u should find @mention ask 4 eric RT @mention Looking fwd  iPad DJ @mention @mention After Dark 2nite #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,114,20,3159,
"Crossing fingers! Today seems hopeful #sxsw (@mention Apple Store, SXSW w/ 23 others) {link}",Neutral,Brand-Specific,Unknown,Provided,92,14,3160,
@mention fires a shot at @mention with check-in rewards and titles starting in Austin #SXSW {link} #in,Neutral,Brand-Specific,Unknown,Provided,102,17,3161,
Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,Positive,Brand-Specific,Apple,Provided,143,25,3162,
"@mention flight is delayed to Austin, so networking with google and the webby awards #sxsw",Neutral,Brand-Specific,Unknown,Provided,90,15,3163,
iPad. In flight wifi. Sitting behind @mention Ready for some shiner. #sxsw,Positive,Brand-Specific,iPad,Provided,74,12,3164,
"Yet more fodder for our #snubor panel at #SXSW: &quot;Right to Forget&quot; gains traction in Europe, causing issues for Google {link}",Neutral,Brand-Specific,Unknown,Provided,134,21,3165,
